ProvincialUnit,Date,ElectricityConsumption
Anhui,2015/7/19,36912.06
Fujian,2015/7/19,57529.56
Shanghai,2015/7/20,42152.26
Jiangsu,2015/7/20,133928.09
Zhejiang,2015/7/20,97400.95
Anhui,2015/7/20,39552.88
Fujian,2015/7/20,57725.16
Shanghai,2015/7/21,44904.65
Jiangsu,2015/7/21,139916.95
Zhejiang,2015/7/21,95734.32
Anhui,2015/7/21,42171.55
Fujian,2015/7/21,57807.87
Shanghai,2015/7/22,46299.46
Jiangsu,2015/7/22,143822.53
Zhejiang,2015/7/22,96919.82
Anhui,2015/7/22,45060.83
Fujian,2015/7/22,52300.38
Shanghai,2015/7/23,47587.16
Jiangsu,2015/7/23,143499.81
Zhejiang,2015/7/23,97713.02
Anhui,2015/7/23,41859.65
Fujian,2015/7/23,52053.14
Shanghai,2015/7/24,48485.33
Jiangsu,2015/7/24,142312.9
Zhejiang,2015/7/24,99839.39
Anhui,2015/7/24,40860.16
Fujian,2015/7/24,53054.3
Shanghai,2015/7/25,46094.61
Jiangsu,2015/7/25,140814.21
Zhejiang,2015/7/25,100945.83
Anhui,2015/7/25,41845.82
Fujian,2015/7/25,52804.32
Shanghai,2015/7/26,45304.74
Jiangsu,2015/7/26,140066.3
Zhejiang,2015/7/26,99697.65
Anhui,2015/7/26,43364.28
Fujian,2015/7/26,53982.0
Shanghai,2015/7/27,51493.55
Jiangsu,2015/7/27,155603.07
Zhejiang,2015/7/27,111387.09
Anhui,2015/7/27,48386.59
Fujian,2015/7/27,56586.61
Shanghai,2015/7/28,56047.35
Jiangsu,2015/7/28,165468.61
Zhejiang,2015/7/28,114125.24
Anhui,2015/7/28,51000.04
Fujian,2015/7/28,57695.78
Shanghai,2015/7/29,58257.9
Jiangsu,2015/7/29,169518.14
Zhejiang,2015/7/29,111589.08
Anhui,2015/7/29,52400.45
Fujian,2015/7/29,58882.03
Shanghai,2015/7/30,57661.1
Jiangsu,2015/7/30,167439.27
Zhejiang,2015/7/30,107183.59
Anhui,2015/7/30,52558.18
Fujian,2015/7/30,57501.38
Shanghai,2015/7/31,56095.28
Jiangsu,2015/7/31,164530.74
Zhejiang,2015/7/31,109641.69
Anhui,2015/7/31,51154.63
Fujian,2015/7/31,56382.32
Shanghai,2015/8/1,52105.58
Jiangsu,2015/8/1,155170.62
Zhejiang,2015/8/1,106665.01
Anhui,2015/8/1,51627.63
Fujian,2015/8/1,56096.88
Shanghai,2015/8/2,50972.22
Jiangsu,2015/8/2,156325.86
Zhejiang,2015/8/2,104589.44
Anhui,2015/8/2,52915.49
Fujian,2015/8/2,56106.18
Shanghai,2015/8/3,57800.62
Jiangsu,2015/8/3,171264.71
Zhejiang,2015/8/3,116021.14
Anhui,2015/8/3,56221.71
Fujian,2015/8/3,59266.11
Shanghai,2015/8/4,58166.73
Jiangsu,2015/8/4,175028.01
Zhejiang,2015/8/4,116608.51
Anhui,2015/8/4,57620.32
Fujian,2015/8/4,59955.97
Shanghai,2015/8/5,57425.94
Jiangsu,2015/8/5,174188.94
Zhejiang,2015/8/5,115313.86
Anhui,2015/8/5,54866.33
Fujian,2015/8/5,59070.68
Shanghai,2015/8/6,55220.38
Jiangsu,2015/8/6,165389.52
Zhejiang,2015/8/6,113282.61
Anhui,2015/8/6,50149.34
Fujian,2015/8/6,59290.8
Shanghai,2015/8/7,54534.63
Jiangsu,2015/8/7,161492.12
Zhejiang,2015/8/7,109228.49
Anhui,2015/8/7,50150.43
Fujian,2015/8/7,58442.93
Shanghai,2015/8/8,48347.49
Jiangsu,2015/8/8,151955.82
Zhejiang,2015/8/8,99037.95
Anhui,2015/8/8,47667.58
Fujian,2015/8/8,54967.29
Shanghai,2015/8/9,45514.51
Jiangsu,2015/8/9,138193.09
Zhejiang,2015/8/9,84495.87
Anhui,2015/8/9,41711.62
Fujian,2015/8/9,53973.36
Shanghai,2015/8/10,50660.29
Jiangsu,2015/8/10,138511.7
Zhejiang,2015/8/10,87305.65
Anhui,2015/8/10,39297.5
Fujian,2015/8/10,56538.45
Shanghai,2015/8/11,49849.55
Jiangsu,2015/8/11,135993.91
Zhejiang,2015/8/11,90435.69
Anhui,2015/8/11,40083.35
Fujian,2015/8/11,53142.96
Shanghai,2015/8/12,46949.14
Jiangsu,2015/8/12,141682.12
Zhejiang,2015/8/12,91976.91
Anhui,2015/8/12,42882.26
Fujian,2015/8/12,53123.89
Shanghai,2015/8/13,47159.03
Jiangsu,2015/8/13,143827.38
Zhejiang,2015/8/13,92051.74
Anhui,2015/8/13,43472.39
Fujian,2015/8/13,53631.47
Shanghai,2015/8/14,47302.15
Jiangsu,2015/8/14,145952.27
Zhejiang,2015/8/14,90478.64
Anhui,2015/8/14,44543.92
Fujian,2015/8/14,54501.81
Shanghai,2015/8/15,44222.66
Jiangsu,2015/8/15,141745.74
Zhejiang,2015/8/15,90581.11
Anhui,2015/8/15,43050.62
Fujian,2015/8/15,51637.3
Shanghai,2015/8/16,41961.91
Jiangsu,2015/8/16,133249.88
Zhejiang,2015/8/16,82679.14
Anhui,2015/8/16,41738.78
Fujian,2015/8/16,50467.67
Shanghai,2015/8/17,45746.86
Jiangsu,2015/8/17,143627.26
Zhejiang,2015/8/17,90734.89
Anhui,2015/8/17,43987.77
Fujian,2015/8/17,53577.85
Shanghai,2015/8/18,46432.95
Jiangsu,2015/8/18,145742.76
Zhejiang,2015/8/18,93957.21
Anhui,2015/8/18,43508.22
Fujian,2015/8/18,53375.36
Shanghai,2015/8/19,47099.55
Jiangsu,2015/8/19,145987.46
Zhejiang,2015/8/19,97544.81
Anhui,2015/8/19,40700.82
Fujian,2015/8/19,53072.81
Shanghai,2015/8/20,47793.1
Jiangsu,2015/8/20,140632.13
Zhejiang,2015/8/20,100279.89
Anhui,2015/8/20,38661.48
Fujian,2015/8/20,53506.45
Shanghai,2015/8/21,46193.17
Jiangsu,2015/8/21,140715.45
Zhejiang,2015/8/21,95652.54
Anhui,2015/8/21,40420.85
Fujian,2015/8/21,54093.43
Shanghai,2015/8/22,40705.66
Jiangsu,2015/8/22,133822.23
Zhejiang,2015/8/22,90557.83
Anhui,2015/8/22,40479.96
Fujian,2015/8/22,55009.18
Shanghai,2015/8/23,38197.47
Jiangsu,2015/8/23,124343.4
Zhejiang,2015/8/23,82192.83
Anhui,2015/8/23,39370.74
Fujian,2015/8/23,54206.56
Shanghai,2015/8/24,43059.32
Jiangsu,2015/8/24,130064.13
Zhejiang,2015/8/24,85555.03
Anhui,2015/8/24,40424.78
Fujian,2015/8/24,56184.35
Shanghai,2015/8/25,40971.11
Jiangsu,2015/8/25,133818.99
Zhejiang,2015/8/25,88030.46
Anhui,2015/8/25,40273.02
Fujian,2015/8/25,57158.68
Shanghai,2015/8/26,41639.37
Jiangsu,2015/8/26,136897.52
Zhejiang,2015/8/26,90513.55
Anhui,2015/8/26,41529.39
Fujian,2015/8/26,57283.15
Shanghai,2015/8/27,41941.39
Jiangsu,2015/8/27,138930.14
Zhejiang,2015/8/27,92150.27
Anhui,2015/8/27,42385.88
Fujian,2015/8/27,56234.66
Shanghai,2015/8/28,42856.86
Jiangsu,2015/8/28,137203.16
Zhejiang,2015/8/28,92631.27
Anhui,2015/8/28,42665.88
Fujian,2015/8/28,54300.12
Shanghai,2015/8/29,39550.12
Jiangsu,2015/8/29,135358.83
Zhejiang,2015/8/29,89313.42
Anhui,2015/8/29,42063.53
Fujian,2015/8/29,51865.9
Shanghai,2015/8/30,37339.93
Jiangsu,2015/8/30,129688.56
Zhejiang,2015/8/30,84589.87
Anhui,2015/8/30,41862.2
Fujian,2015/8/30,50649.06
Shanghai,2015/8/31,41146.62
Jiangsu,2015/8/31,135900.36
Zhejiang,2015/8/31,89900.56
Anhui,2015/8/31,42539.08
Fujian,2015/8/31,52806.64
Shanghai,2015/9/1,43468.77
Jiangsu,2015/9/1,136792.11
Zhejiang,2015/9/1,91619.9
Anhui,2015/9/1,42246.72
Fujian,2015/9/1,50175.86
Shanghai,2015/9/2,43741.58
Jiangsu,2015/9/2,136033.88
Zhejiang,2015/9/2,92845.38
Anhui,2015/9/2,41185.68
Fujian,2015/9/2,48076.5
Shanghai,2015/9/3,32796.98
Jiangsu,2015/9/3,117085.82
Zhejiang,2015/9/3,75206.99
Anhui,2015/9/3,38884.69
Fujian,2015/9/3,46056.58
Shanghai,2015/9/4,36263.13
Jiangsu,2015/9/4,123361.59
Zhejiang,2015/9/4,85048.42
Anhui,2015/9/4,39084.28
Fujian,2015/9/4,47336.73
Shanghai,2015/9/5,36172.39
Jiangsu,2015/9/5,125671.55
Zhejiang,2015/9/5,90544.5
Anhui,2015/9/5,38194.99
Fujian,2015/9/5,47978.7
Shanghai,2015/9/6,40120.92
Jiangsu,2015/9/6,127617.73
Zhejiang,2015/9/6,88907.85
Anhui,2015/9/6,39315.42
Fujian,2015/9/6,48852.71
Shanghai,2015/9/7,42533.49
Jiangsu,2015/9/7,132681.78
Zhejiang,2015/9/7,89880.59
Anhui,2015/9/7,40166.23
Fujian,2015/9/7,51625.07
Shanghai,2015/9/8,42334.43
Jiangsu,2015/9/8,134155.65
Zhejiang,2015/9/8,91199.06
Anhui,2015/9/8,40336.89
Fujian,2015/9/8,52568.18
Shanghai,2015/9/9,41991.08
Jiangsu,2015/9/9,133390.98
Zhejiang,2015/9/9,90458.71
Anhui,2015/9/9,40364.06
Fujian,2015/9/9,52295.29
Shanghai,2015/9/10,41078.1
Jiangsu,2015/9/10,133468.36
Zhejiang,2015/9/10,89588.3
Anhui,2015/9/10,40273.3
Fujian,2015/9/10,52065.28
Shanghai,2015/9/11,41006.83
Jiangsu,2015/9/11,133153.17
Zhejiang,2015/9/11,91091.07
Anhui,2015/9/11,39661.64
Fujian,2015/9/11,51737.54
Shanghai,2015/9/12,36579.17
Jiangsu,2015/9/12,125633.86
Zhejiang,2015/9/12,86574.89
Anhui,2015/9/12,37673.55
Fujian,2015/9/12,50894.25
Shanghai,2015/9/13,33862.57
Jiangsu,2015/9/13,118400.98
Zhejiang,2015/9/13,80225.95
Anhui,2015/9/13,36621.54
Fujian,2015/9/13,48991.43
Shanghai,2015/9/14,37993.87
Jiangsu,2015/9/14,126118.5
Zhejiang,2015/9/14,84769.4
Anhui,2015/9/14,37608.95
Fujian,2015/9/14,50594.02
Shanghai,2015/9/15,38468.45
Jiangsu,2015/9/15,128388.46
Zhejiang,2015/9/15,83792.68
Anhui,2015/9/15,38356.17
Fujian,2015/9/15,50438.54
Shanghai,2015/9/16,37759.6
Jiangsu,2015/9/16,128901.16
Zhejiang,2015/9/16,84146.43
Anhui,2015/9/16,38647.66
Fujian,2015/9/16,50301.44
Shanghai,2015/9/17,37867.03
Jiangsu,2015/9/17,130355.92
Zhejiang,2015/9/17,85879.43
Anhui,2015/9/17,38667.66
Fujian,2015/9/17,50175.17
Shanghai,2015/9/18,37674.58
Jiangsu,2015/9/18,131018.96
Zhejiang,2015/9/18,86889.88
Anhui,2015/9/18,38562.89
Fujian,2015/9/18,53127.16
Shanghai,2015/9/19,35603.23
Jiangsu,2015/9/19,129103.98
Zhejiang,2015/9/19,85366.91
Anhui,2015/9/19,38737.37
Fujian,2015/9/19,49907.27
Shanghai,2015/9/20,34068.99
Jiangsu,2015/9/20,122671.43
Zhejiang,2015/9/20,80427.28
Anhui,2015/9/20,37883.71
Fujian,2015/9/20,47166.31
Shanghai,2015/9/21,37663.33
Jiangsu,2015/9/21,128890.74
Zhejiang,2015/9/21,84147.35
Anhui,2015/9/21,38360.58
Fujian,2015/9/21,47059.42
Shanghai,2015/9/22,38292.63
Jiangsu,2015/9/22,131624.09
Zhejiang,2015/9/22,85100.02
Anhui,2015/9/22,38456.39
Fujian,2015/9/22,47701.37
Shanghai,2015/9/23,38502.44
Jiangsu,2015/9/23,130997.46
Zhejiang,2015/9/23,86338.9
Anhui,2015/9/23,38155.78
Fujian,2015/9/23,48702.78
Shanghai,2015/9/24,38823.46
Jiangsu,2015/9/24,131205.07
Zhejiang,2015/9/24,87255.33
Anhui,2015/9/24,38292.36
Fujian,2015/9/24,50534.8
Shanghai,2015/9/25,38588.44
Jiangsu,2015/9/25,130907.26
Zhejiang,2015/9/25,86370.55
Anhui,2015/9/25,37919.86
Fujian,2015/9/25,51355.76
Shanghai,2015/9/26,34631.43
Jiangsu,2015/9/26,125741.18
Zhejiang,2015/9/26,82497.08
Anhui,2015/9/26,37470.61
Fujian,2015/9/26,50142.24
Shanghai,2015/9/27,31902.3
Jiangsu,2015/9/27,108385.29
Zhejiang,2015/9/27,65590.23
Anhui,2015/9/27,33141.94
Fujian,2015/9/27,45121.59
Shanghai,2015/9/28,35706.05
Jiangsu,2015/9/28,120569.4
Zhejiang,2015/9/28,77433.86
Anhui,2015/9/28,35192.92
Fujian,2015/9/28,48958.4
Shanghai,2015/9/29,36184.34
Jiangsu,2015/9/29,125045.62
Zhejiang,2015/9/29,80197.74
Anhui,2015/9/29,36262.42
Fujian,2015/9/29,48130.4
Shanghai,2015/9/30,34449.96
Jiangsu,2015/9/30,122711.03
Zhejiang,2015/9/30,77009.0
Anhui,2015/9/30,35319.07
Fujian,2015/9/30,47107.35
Shanghai,2015/10/1,26885.32
Jiangsu,2015/10/1,92781.99
Zhejiang,2015/10/1,51062.15
Anhui,2015/10/1,31683.66
Fujian,2015/10/1,40804.19
Shanghai,2015/10/2,26496.31
Jiangsu,2015/10/2,88342.77
Zhejiang,2015/10/2,49568.22
Anhui,2015/10/2,31695.73
Fujian,2015/10/2,41556.93
Shanghai,2015/10/3,27013.75
Jiangsu,2015/10/3,95653.49
Zhejiang,2015/10/3,59334.38
Anhui,2015/10/3,32552.65
Fujian,2015/10/3,43739.32
Shanghai,2015/10/4,28609.92
Jiangsu,2015/10/4,105592.46
Zhejiang,2015/10/4,69052.85
Anhui,2015/10/4,33869.9
Fujian,2015/10/4,44636.58
Shanghai,2015/10/5,29772.33
Jiangsu,2015/10/5,112984.26
Zhejiang,2015/10/5,75418.65
Anhui,2015/10/5,34707.43
Fujian,2015/10/5,44753.55
Shanghai,2015/10/6,31007.05
Jiangsu,2015/10/6,117795.54
Zhejiang,2015/10/6,78295.44
Anhui,2015/10/6,35824.17
Fujian,2015/10/6,45614.9
Shanghai,2015/10/7,32820.44
Jiangsu,2015/10/7,119825.71
Zhejiang,2015/10/7,79137.07
Anhui,2015/10/7,35334.95
Fujian,2015/10/7,45789.9
Shanghai,2015/10/8,34931.5
Jiangsu,2015/10/8,122351.4
Zhejiang,2015/10/8,79038.17
Anhui,2015/10/8,35934.82
Fujian,2015/10/8,48099.21
Shanghai,2015/10/9,35383.07
Jiangsu,2015/10/9,122941.46
Zhejiang,2015/10/9,78478.52
Anhui,2015/10/9,35758.11
Fujian,2015/10/9,47087.4
Shanghai,2015/10/10,35032.28
Jiangsu,2015/10/10,121702.78
Zhejiang,2015/10/10,78284.84
Anhui,2015/10/10,35835.7
Fujian,2015/10/10,47374.79
Shanghai,2015/10/11,31959.78
Jiangsu,2015/10/11,115823.4
Zhejiang,2015/10/11,74107.23
Anhui,2015/10/11,35281.46
Fujian,2015/10/11,45616.3
Shanghai,2015/10/12,34471.07
Jiangsu,2015/10/12,121229.06
Zhejiang,2015/10/12,79178.13
Anhui,2015/10/12,36476.19
Fujian,2015/10/12,47213.03
Shanghai,2015/10/13,35308.04
Jiangsu,2015/10/13,123976.34
Zhejiang,2015/10/13,81338.54
Anhui,2015/10/13,36743.41
Fujian,2015/10/13,47276.47
Shanghai,2015/10/14,35636.09
Jiangsu,2015/10/14,124885.58
Zhejiang,2015/10/14,82688.12
Anhui,2015/10/14,36954.17
Fujian,2015/10/14,47883.93
Shanghai,2015/10/15,35965.02
Jiangsu,2015/10/15,125517.01
Zhejiang,2015/10/15,83086.49
Anhui,2015/10/15,37160.32
Fujian,2015/10/15,47888.43
Shanghai,2015/10/16,35862.03
Jiangsu,2015/10/16,126783.47
Zhejiang,2015/10/16,83431.73
Anhui,2015/10/16,37242.25
Fujian,2015/10/16,48132.53
Shanghai,2015/10/17,33923.28
Jiangsu,2015/10/17,123596.66
Zhejiang,2015/10/17,82399.31
Anhui,2015/10/17,37042.54
Fujian,2015/10/17,47024.87
Shanghai,2015/10/18,31877.59
Jiangsu,2015/10/18,116357.58
Zhejiang,2015/10/18,77562.56
Anhui,2015/10/18,35902.78
Fujian,2015/10/18,45785.06
Shanghai,2015/10/19,35002.7
Jiangsu,2015/10/19,122838.87
Zhejiang,2015/10/19,82395.58
Anhui,2015/10/19,36918.83
Fujian,2015/10/19,47699.11
Shanghai,2015/10/20,35777.49
Jiangsu,2015/10/20,125813.54
Zhejiang,2015/10/20,84770.75
Anhui,2015/10/20,37686.09
Fujian,2015/10/20,47641.76
Shanghai,2015/10/21,35812.67
Jiangsu,2015/10/21,126226.13
Zhejiang,2015/10/21,85393.35
Anhui,2015/10/21,37524.41
Fujian,2015/10/21,48365.36
Shanghai,2015/10/22,36167.32
Jiangsu,2015/10/22,127022.07
Zhejiang,2015/10/22,85754.01
Anhui,2015/10/22,37291.42
Fujian,2015/10/22,48550.57
Shanghai,2015/10/23,36167.43
Jiangsu,2015/10/23,126897.41
Zhejiang,2015/10/23,86004.33
Anhui,2015/10/23,37739.4
Fujian,2015/10/23,49343.65
Shanghai,2015/10/24,34174.29
Jiangsu,2015/10/24,124349.65
Zhejiang,2015/10/24,84723.87
Anhui,2015/10/24,37259.3
Fujian,2015/10/24,48824.69
Shanghai,2015/10/25,32021.47
Jiangsu,2015/10/25,117257.26
Zhejiang,2015/10/25,79967.14
Anhui,2015/10/25,36427.37
Fujian,2015/10/25,47689.14
Shanghai,2015/10/26,35326.17
Jiangsu,2015/10/26,124054.26
Zhejiang,2015/10/26,84873.45
Anhui,2015/10/26,37148.34
Fujian,2015/10/26,49406.03
Shanghai,2015/10/27,35359.82
Jiangsu,2015/10/27,124641.2
Zhejiang,2015/10/27,84664.71
Anhui,2015/10/27,36774.33
Fujian,2015/10/27,49492.96
Shanghai,2015/10/28,35137.61
Jiangsu,2015/10/28,125471.49
Zhejiang,2015/10/28,85275.18
Anhui,2015/10/28,37668.14
Fujian,2015/10/28,48707.34
Shanghai,2015/10/29,35439.59
Jiangsu,2015/10/29,126273.97
Zhejiang,2015/10/29,85421.63
Anhui,2015/10/29,36996.3
Fujian,2015/10/29,48836.96
Shanghai,2015/10/30,35204.27
Jiangsu,2015/10/30,125143.51
Zhejiang,2015/10/30,84189.31
Anhui,2015/10/30,36977.63
Fujian,2015/10/30,48386.55
Shanghai,2015/10/31,32628.37
Jiangsu,2015/10/31,120618.41
Zhejiang,2015/10/31,81933.99
Anhui,2015/10/31,36388.8
Fujian,2015/10/31,46753.07
Shanghai,2015/11/1,31408.7
Jiangsu,2015/11/1,113900.06
Zhejiang,2015/11/1,75411.6
Anhui,2015/11/1,35679.9
Fujian,2015/11/1,45977.8
Shanghai,2015/11/2,34493.47
Jiangsu,2015/11/2,121483.32
Zhejiang,2015/11/2,80923.69
Anhui,2015/11/2,36831.62
Fujian,2015/11/2,47225.4
Shanghai,2015/11/3,34889.71
Jiangsu,2015/11/3,125169.28
Zhejiang,2015/11/3,84206.06
Anhui,2015/11/3,37352.56
Fujian,2015/11/3,47672.46
Shanghai,2015/11/4,35212.98
Jiangsu,2015/11/4,126893.9
Zhejiang,2015/11/4,84897.36
Anhui,2015/11/4,37967.53
Fujian,2015/11/4,48177.63
Shanghai,2015/11/5,35790.32
Jiangsu,2015/11/5,127381.97
Zhejiang,2015/11/5,83950.86
Anhui,2015/11/5,37918.17
Fujian,2015/11/5,48314.45
Shanghai,2015/11/6,35840.83
Jiangsu,2015/11/6,127026.67
Zhejiang,2015/11/6,84633.8
Anhui,2015/11/6,37858.1
Fujian,2015/11/6,48961.19
Shanghai,2015/11/7,33993.51
Jiangsu,2015/11/7,123627.0
Zhejiang,2015/11/7,84025.05
Anhui,2015/11/7,37163.56
Fujian,2015/11/7,49060.12
Shanghai,2015/11/8,31907.64
Jiangsu,2015/11/8,118090.96
Zhejiang,2015/11/8,78743.18
Anhui,2015/11/8,37487.02
Fujian,2015/11/8,47622.5
Shanghai,2015/11/9,35470.17
Jiangsu,2015/11/9,125989.06
Zhejiang,2015/11/9,82126.43
Anhui,2015/11/9,39053.59
Fujian,2015/11/9,47956.15
Shanghai,2015/11/10,35960.4
Jiangsu,2015/11/10,127934.24
Zhejiang,2015/11/10,83854.3
Anhui,2015/11/10,38788.9
Fujian,2015/11/10,47110.14
Shanghai,2015/11/11,36245.57
Jiangsu,2015/11/11,128403.52
Zhejiang,2015/11/11,84226.51
Anhui,2015/11/11,39826.49
Fujian,2015/11/11,47675.51
Shanghai,2015/11/12,36427.78
Jiangsu,2015/11/12,129073.87
Zhejiang,2015/11/12,84895.69
Anhui,2015/11/12,39342.97
Fujian,2015/11/12,47358.06
Shanghai,2015/11/13,36432.68
Jiangsu,2015/11/13,128543.43
Zhejiang,2015/11/13,82893.57
Anhui,2015/11/13,39110.29
Fujian,2015/11/13,47434.69
Shanghai,2015/11/14,33980.63
Jiangsu,2015/11/14,123909.56
Zhejiang,2015/11/14,80284.65
Anhui,2015/11/14,38795.37
Fujian,2015/11/14,47430.77
Shanghai,2015/11/15,31635.82
Jiangsu,2015/11/15,117191.93
Zhejiang,2015/11/15,74858.43
Anhui,2015/11/15,37519.87
Fujian,2015/11/15,46365.43
Shanghai,2015/11/16,35208.0
Jiangsu,2015/11/16,124892.05
Zhejiang,2015/11/16,79340.93
Anhui,2015/11/16,38121.36
Fujian,2015/11/16,47316.65
Shanghai,2015/11/17,36175.77
Jiangsu,2015/11/17,128483.17
Zhejiang,2015/11/17,81122.73
Anhui,2015/11/17,38258.56
Fujian,2015/11/17,47594.64
Shanghai,2015/11/18,36328.64
Jiangsu,2015/11/18,129002.19
Zhejiang,2015/11/18,80651.58
Anhui,2015/11/18,38809.72
Fujian,2015/11/18,48422.97
Shanghai,2015/11/19,36595.22
Jiangsu,2015/11/19,130375.62
Zhejiang,2015/11/19,81833.35
Anhui,2015/11/19,38836.06
Fujian,2015/11/19,48134.15
Shanghai,2015/11/20,36593.13
Jiangsu,2015/11/20,129703.08
Zhejiang,2015/11/20,82193.35
Anhui,2015/11/20,38651.69
Fujian,2015/11/20,47438.06
Shanghai,2015/11/21,34677.31
Jiangsu,2015/11/21,125867.97
Zhejiang,2015/11/21,80552.28
Anhui,2015/11/21,38147.64
Fujian,2015/11/21,47072.95
Shanghai,2015/11/22,32602.26
Jiangsu,2015/11/22,118584.73
Zhejiang,2015/11/22,75777.2
Anhui,2015/11/22,37657.01
Fujian,2015/11/22,45602.85
Shanghai,2015/11/23,36104.0
Jiangsu,2015/11/23,125849.17
Zhejiang,2015/11/23,80122.72
Anhui,2015/11/23,40070.94
Fujian,2015/11/23,47265.17
Shanghai,2015/11/24,37286.16
Jiangsu,2015/11/24,131336.43
Zhejiang,2015/11/24,82921.13
Anhui,2015/11/24,42107.57
Fujian,2015/11/24,47964.3
Shanghai,2015/11/25,39355.7
Jiangsu,2015/11/25,135956.53
Zhejiang,2015/11/25,84926.12
Anhui,2015/11/25,44120.24
Fujian,2015/11/25,47491.17
Shanghai,2015/11/26,42661.7
Jiangsu,2015/11/26,140495.56
Zhejiang,2015/11/26,86658.6
Anhui,2015/11/26,44499.12
Fujian,2015/11/26,47598.49
Shanghai,2015/11/27,43366.16
Jiangsu,2015/11/27,141369.47
Zhejiang,2015/11/27,90023.04
Anhui,2015/11/27,44226.52
Fujian,2015/11/27,47459.02
Shanghai,2015/11/28,39515.86
Jiangsu,2015/11/28,133669.66
Zhejiang,2015/11/28,87951.38
Anhui,2015/11/28,42258.28
Fujian,2015/11/28,47088.28
Shanghai,2015/11/29,36629.64
Jiangsu,2015/11/29,123968.31
Zhejiang,2015/11/29,82490.16
Anhui,2015/11/29,40089.24
Fujian,2015/11/29,46051.73
Shanghai,2015/11/30,39560.9
Jiangsu,2015/11/30,129856.15
Zhejiang,2015/11/30,85589.67
Anhui,2015/11/30,41887.77
Fujian,2015/11/30,47256.44
Shanghai,2015/12/1,38805.03
Jiangsu,2015/12/1,130597.27
Zhejiang,2015/12/1,82939.76
Anhui,2015/12/1,41387.83
Fujian,2015/12/1,46510.31
Shanghai,2015/12/2,39145.88
Jiangsu,2015/12/2,132412.58
Zhejiang,2015/12/2,85398.7
Anhui,2015/12/2,41115.54
Fujian,2015/12/2,47212.87
Shanghai,2015/12/3,40138.09
Jiangsu,2015/12/3,135314.08
Zhejiang,2015/12/3,86567.13
Anhui,2015/12/3,41550.15
Fujian,2015/12/3,47236.6
Shanghai,2015/12/4,41281.6
Jiangsu,2015/12/4,137023.08
Zhejiang,2015/12/4,89737.31
Anhui,2015/12/4,43352.07
Fujian,2015/12/4,46678.49
Shanghai,2015/12/5,39602.55
Jiangsu,2015/12/5,136494.76
Zhejiang,2015/12/5,92217.53
Anhui,2015/12/5,44300.83
Fujian,2015/12/5,46289.95
Shanghai,2015/12/6,37972.44
Jiangsu,2015/12/6,127226.56
Zhejiang,2015/12/6,84158.61
Anhui,2015/12/6,42003.88
Fujian,2015/12/6,44525.27
Shanghai,2015/12/7,40610.43
Jiangsu,2015/12/7,134358.35
Zhejiang,2015/12/7,89135.66
Anhui,2015/12/7,42874.57
Fujian,2015/12/7,45969.56
Shanghai,2015/12/8,41856.32
Jiangsu,2015/12/8,135207.21
Zhejiang,2015/12/8,88850.05
Anhui,2015/12/8,42223.1
Fujian,2015/12/8,47316.96
Shanghai,2015/12/9,41252.5
Jiangsu,2015/12/9,137081.56
Zhejiang,2015/12/9,88652.58
Anhui,2015/12/9,43178.34
Fujian,2015/12/9,47128.39
Shanghai,2015/12/10,41233.06
Jiangsu,2015/12/10,135924.55
Zhejiang,2015/12/10,86295.89
Anhui,2015/12/10,43054.34
Fujian,2015/12/10,46958.66
Shanghai,2015/12/11,41569.26
Jiangsu,2015/12/11,137761.38
Zhejiang,2015/12/11,86047.4
Anhui,2015/12/11,43462.38
Fujian,2015/12/11,45492.07
Shanghai,2015/12/12,39063.62
Jiangsu,2015/12/12,134130.42
Zhejiang,2015/12/12,85325.59
Anhui,2015/12/12,43124.88
Fujian,2015/12/12,46949.9
Shanghai,2015/12/13,37916.84
Jiangsu,2015/12/13,128574.06
Zhejiang,2015/12/13,82001.01
Anhui,2015/12/13,42331.67
Fujian,2015/12/13,46225.34
Shanghai,2015/12/14,42125.34
Jiangsu,2015/12/14,137690.21
Zhejiang,2015/12/14,86536.5
Anhui,2015/12/14,44069.95
Fujian,2015/12/14,47462.26
Shanghai,2015/12/15,43504.33
Jiangsu,2015/12/15,140670.79
Zhejiang,2015/12/15,87828.13
Anhui,2015/12/15,44178.04
Fujian,2015/12/15,46726.83
Shanghai,2015/12/16,45024.68
Jiangsu,2015/12/16,143992.47
Zhejiang,2015/12/16,87755.97
Anhui,2015/12/16,45590.94
Fujian,2015/12/16,47573.59
Shanghai,2015/12/17,46546.51
Jiangsu,2015/12/17,146876.79
Zhejiang,2015/12/17,91306.63
Anhui,2015/12/17,45868.98
Fujian,2015/12/17,48195.85
Shanghai,2015/12/18,46379.15
Jiangsu,2015/12/18,146692.78
Zhejiang,2015/12/18,93777.72
Anhui,2015/12/18,45800.94
Fujian,2015/12/18,48757.47
Shanghai,2015/12/19,41654.52
Jiangsu,2015/12/19,142202.25
Zhejiang,2015/12/19,92231.88
Anhui,2015/12/19,45819.44
Fujian,2015/12/19,48621.19
Shanghai,2015/12/20,39173.51
Jiangsu,2015/12/20,134219.45
Zhejiang,2015/12/20,88342.9
Anhui,2015/12/20,43789.11
Fujian,2015/12/20,47724.83
Shanghai,2015/12/21,42595.48
Jiangsu,2015/12/21,140782.73
Zhejiang,2015/12/21,92088.2
Anhui,2015/12/21,44914.87
